ID;NR;WOJ;POW;MI;NAZWA;ERR
185331;SD030-12604;pomorskie;słupski;Słupsk;Dom wolnostojący na sprzedaż Słupsk, Kobylnica;miasto (Słupsk) znalezionej lokazizacji nie pasuje (Dobra) - lokalizacja pomorskie, słupski, Słupsk
185332;SD030-12603;pomorskie;słupski;Słupsk;Dom bliźniak na sprzedaż Słupsk, Osiedle Zatorze;miasto (Słupsk) znalezionej lokazizacji nie pasuje (Dobra) - lokalizacja pomorskie, słupski, Słupsk
185338;SG181-599;śląskie;myszkowski;Przewodziszowice;Grunt rolny na sprzedaż Przewodziszowice;miasto (Przewodziszowice) znalezionej lokazizacji nie pasuje (Żarki) - lokalizacja śląskie, myszkowski, Przewodziszowice
185341;WM198-989;małopolskie;krakowski;Kraków;Apartament na wynajem Kraków, Czyżyny;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
185354;SD144-812;podlaskie;suwalski;Suwałki;Dom wolnostojący na sprzedaż Suwałki, Zielona Górka;brak lokalizacji podlaskie, suwalski, Suwałki
185377;SG188-7255;śląskie;częstochowski;Rogaczew;Grunt rolny na sprzedaż Rogaczew;brak lokalizacji śląskie, częstochowski, Rogaczew
185383;SM144-811;podlaskie;suwalski;Suwałki;Mieszkanie na sprzedaż w bloku Suwałki, Północ II;brak lokalizacji podlaskie, suwalski, Suwałki
185412;WM198-993;małopolskie;krakowski;Kraków;Mieszkanie na wynajem w kamienicy Kraków, Prądnik Czerwony;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
185420;SM003-34;pomorskie;Gdańsk (grodzki);Kowale;Mieszkanie na sprzedaż w nowym budynku Kowale;miasto (Kowale) znalezionej lokazizacji nie pasuje (Gdańsk) - lokalizacja pomorskie, Kowale
185422;SD002-86;małopolskie;krakowski;Kraków;Dom bliźniak na sprzedaż Kraków, Tyniec;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
185465;SD122-2194;łódzkie;Łódź (grodzki);ŁÓdź;Willa na sprzedaż ŁÓdź, Julianów;miasto (ŁÓdź) znalezionej lokazizacji nie pasuje (Łódź) - lokalizacja łódzkie, ŁÓdź
185471;SD152-2489;lubuskie;wschowski;Dębczyn;Dom wolnostojący na sprzedaż Dębczyn;brak lokalizacji lubuskie, wschowski, Dębczyn
185487;SM198-994;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w bloku Kraków, Kurdwanów;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
185521;SG087-1822;pomorskie;tczewski;Jazwiska;Działka budowlana na sprzedaż Jazwiska;miasto (Jazwiska) znalezionej lokazizacji nie pasuje (Jaźwiska) - lokalizacja pomorskie, tczewski, Jazwiska
185528;SM203-40;wielkopolskie;poznański;Poznań;Mieszkanie na sprzedaż w bloku Poznań, Grunwald;miasto (Poznań) znalezionej lokazizacji nie pasuje (Cieśle) - lokalizacja wielkopolskie, poznański, Poznań
185541;SM203-41;wielkopolskie;poznański;Poznań;Apartament na sprzedaż Poznań, Rataje;miasto (Poznań) znalezionej lokazizacji nie pasuje (Cieśle) - lokalizacja wielkopolskie, poznański, Poznań
185560;SM203-42;wielkopolskie;poznański;Poznań;Mieszkanie na sprzedaż w bloku Poznań, Rataje;miasto (Poznań) znalezionej lokazizacji nie pasuje (Cieśle) - lokalizacja wielkopolskie, poznański, Poznań
185578;SM135-979;podkarpackie;rzeszowski;Rzeszów;Mieszkanie na sprzedaż w nowym budynku Rzeszów, Biała;miasto (Rzeszów) znalezionej lokazizacji nie pasuje (Bachórz) - lokalizacja podkarpackie, rzeszowski, Rzeszów
185619;SM203-43;wielkopolskie;poznański;Poznań;Mieszkanie na sprzedaż w bloku Poznań, Piątkowo;miasto (Poznań) znalezionej lokazizacji nie pasuje (Cieśle) - lokalizacja wielkopolskie, poznański, Poznań
185669;WL203-44;wielkopolskie;poznański;Poznań;Lokal gastronomiczny na wynajem Poznań, Stare Miasto;miasto (Poznań) znalezionej lokazizacji nie pasuje (Cieśle) - lokalizacja wielkopolskie, poznański, Poznań
185671;SD196-143;łódzkie;Łódź (grodzki);Łodź;Dom wolnostojący na sprzedaż Łodź, Górna;miasto (Łodź) znalezionej lokazizacji nie pasuje (Łódź) - lokalizacja łódzkie, Łodź
185695;WM198-1007;małopolskie;krakowski;Kraków;Apartament na wynajem Kraków, Krowodrza;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
185710;SMABO-uym9nR;warmińsko-mazurskie;gmina Gietrzwałd;Unieszewo;Na sprzedaż mieszkanie 50.40m2, Unieszewo;brak lokalizacji warmińsko-mazurskie, gmina Gietrzwałd, Unieszewo
185762;SDABO-T7zXhN;zachodniopomorskie;KOSZALIN;PLEŚNA;Na sprzedaż dom 70m2, Pleśna;brak lokalizacji zachodniopomorskie, KOSZALIN, PLEŚNA
185818;WM202-57;lubelskie;lubelski;Lublin;Mieszkanie na wynajem w bloku Lublin, Centrum;brak lokalizacji lubelskie, lubelski, Lublin
185830;SD030-12620;pomorskie;słupski;Słupsk;Dom wolnostojący na sprzedaż Słupsk;miasto (Słupsk) znalezionej lokazizacji nie pasuje (Dobra) - lokalizacja pomorskie, słupski, Słupsk
185871;SM202-59;lubelskie;lubelski;Lublin;Mieszkanie na sprzedaż w kamienicy Lublin;brak lokalizacji lubelskie, lubelski, Lublin
185909;SD037-3330;kujawsko-pomorskie;inowrocławski;Strzelno;Dom wolnostojący na sprzedaż Strzelno;brak lokalizacji kujawsko-pomorskie, inowrocławski, Strzelno
185931;SM144-813;podlaskie;suwalski;Suwałki;Mieszkanie na sprzedaż w bloku Suwałki, centrum;brak lokalizacji podlaskie, suwalski, Suwałki
185952;SD203-47;wielkopolskie;poznański;Poznań;Dom wolnostojący na sprzedaż Poznań, Grunwald;miasto (Poznań) znalezionej lokazizacji nie pasuje (Cieśle) - lokalizacja wielkopolskie, poznański, Poznań
185955;WL156-5594;dolnośląskie;legnicki;Legnica;Lokal usługowy na wynajem Legnica, Centrum;brak lokalizacji dolnośląskie, legnicki, Legnica
185974;SG181-610;śląskie;zawierciański;Kroczyce Okupne;Działka budowlana na sprzedaż Kroczyce Okupne;brak lokalizacji śląskie, zawierciański, Kroczyce Okupne
185981;SG181-616;śląskie;myszkowski;Żarki Letnisko;Działka budowlana na sprzedaż Żarki Letnisko;miasto (Żarki Letnisko) znalezionej lokazizacji nie pasuje (Żarki-Letnisko) - lokalizacja śląskie, myszkowski, Żarki Letnisko
185995;SG202-61;lubelskie;świdnicki;Nowy Krępiec;Działka budowlana na sprzedaż Nowy Krępiec;miasto (Nowy Krępiec) znalezionej lokazizacji nie pasuje (Świdnik) - lokalizacja lubelskie, świdnicki, Nowy Krępiec
186025;SM203-48;wielkopolskie;poznański;Poznań;Mieszkanie na sprzedaż w bloku Poznań, Górna Wilda;miasto (Poznań) znalezionej lokazizacji nie pasuje (Cieśle) - lokalizacja wielkopolskie, poznański, Poznań
186060;WM156-5581;dolnośląskie;legnicki;Legnica;Mieszkanie na wynajem w kamienicy Legnica, Centrum;brak lokalizacji dolnośląskie, legnicki, Legnica
186081;SD020-8823;wielkopolskie;ostrowski;Czermin;Dom wolnostojący na sprzedaż Czermin, Żale;brak lokalizacji wielkopolskie, ostrowski, Czermin
186138;SG170-1628;zachodniopomorskie;policki;Bobolin;Grunt rolny na sprzedaż Bobolin;brak lokalizacji zachodniopomorskie, policki, Bobolin
186154;SDSMS-Rgz5hf;pomorskie;Kwidzyn;Dankowo;Działka inwestycyjna DANKOWO;brak lokalizacji pomorskie, Kwidzyn, Dankowo
186157;SG015-11215;dolnośląskie;jeleniogórski;Jelenia Góra;Działka budowlana na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
186163;SDABO-yqsnSK;wielkopolskie;wieruszowski;Galewice;Nieruchomość gruntowa i dom w Galewicach. Okazja!!!;brak lokalizacji wielkopolskie, wieruszowski, Galewice
186308;SD,SL,SO111-2205;łódzkie;łaski;Rogoźno;na sprzedaż Dom Rogoźno;miasto (Rogoźno) znalezionej lokazizacji nie pasuje (Rogóźno) - lokalizacja łódzkie, łaski, Rogoźno
186312;WM198-1025;małopolskie;krakowski;Kraków;Apartament na wynajem Kraków, Ruczaj;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
186323;SD015-11205;dolnośląskie;jeleniogórski;Jelenia Góra;Willa na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
186329;WO111-2203;łódzkie;łaski;Rogoźno;Magazyn na wynajem Rogoźno;miasto (Rogoźno) znalezionej lokazizacji nie pasuje (Rogóźno) - lokalizacja łódzkie, łaski, Rogoźno
186332;WL144-815;podlaskie;suwalski;Suwałki;Lokal usługowy na wynajem Suwałki;brak lokalizacji podlaskie, suwalski, Suwałki
186333;WO144-814;podlaskie;suwalski;Suwałki;Magazyn na wynajem Suwałki;brak lokalizacji podlaskie, suwalski, Suwałki
186347;WL087-1923;pomorskie;inny;Tczew;Lokal biurowy na wynajem Tczew, Suchostrzygi;brak lokalizacji pomorskie, inny, Tczew
186352;SDABO-oTCxJk;dolnośląskie;bełchatowski;Zelów;Nowy dom wolnostojący z działką, Buczek Zelów Łask;brak lokalizacji dolnośląskie, bełchatowski, Zelów
186376;SDABO-dve80w;małopolskie;Kraków;Więckowice;Na sprzedaż działka budowlana 1900m2, Więckowice;brak lokalizacji małopolskie, Kraków, Więckowice
186383;SD181-625;śląskie;myszkowski;Czarka;Dom wolnostojący na sprzedaż Czarka;miasto (Czarka) znalezionej lokazizacji nie pasuje (Żarki) - lokalizacja śląskie, myszkowski, Czarka
186387;SDABO-d4Uj5u;małopolskie;Kraków;Podobin;Do sprzedania dom z bali do przeniesienia we własnym zakresie;brak lokalizacji małopolskie, Kraków, Podobin
186450;SKSMS-wMI28x;dolnośląskie;kłodzki;Stronie śląskie;Pensjonat na sprzedaż;miasto (Stronie śląskie) znalezionej lokazizacji nie pasuje (Stronie Śląskie) - lokalizacja dolnośląskie, kłodzki, Stronie śląskie
186470;SM203-49;wielkopolskie;poznański;Poznań;Mieszkanie na sprzedaż w nowym budynku Poznań, Starołęka;miasto (Poznań) znalezionej lokazizacji nie pasuje (Cieśle) - lokalizacja wielkopolskie, poznański, Poznań
186483;SG053-2371;małopolskie;tarnowski;Brzozówka;Działka budowlana na sprzedaż Brzozówka;brak lokalizacji małopolskie, tarnowski, Brzozówka
186485;SG053-2370;małopolskie;tarnowski;Brzozówka;Działka budowlana na sprzedaż Brzozówka;brak lokalizacji małopolskie, tarnowski, Brzozówka
186487;SG053-2369;małopolskie;tarnowski;Brzozówka;Działka budowlana na sprzedaż Brzozówka;brak lokalizacji małopolskie, tarnowski, Brzozówka
186530;WM170-1630;zachodniopomorskie;policki;Bezrzecze;Apartament na wynajem Bezrzecze;brak lokalizacji zachodniopomorskie, policki, Bezrzecze
186577;SG030-12643;pomorskie;słupski;Słupsk;Działka budowlana na sprzedaż Słupsk, Bolesławice;miasto (Słupsk) znalezionej lokazizacji nie pasuje (Dobra) - lokalizacja pomorskie, słupski, Słupsk
186590;SD189-658;wielkopolskie;kaliski;Kalisz;Dom wolnostojący na sprzedaż Kalisz;brak lokalizacji wielkopolskie, kaliski, Kalisz
186605;SM144-817;podlaskie;suwalski;Suwałki;Mieszkanie na sprzedaż w bloku Suwałki, Centrum;brak lokalizacji podlaskie, suwalski, Suwałki
186618;SL,WL189-649;wielkopolskie;kaliski;Kalisz;Lokal biurowy na sprzedaż Kalisz;brak lokalizacji wielkopolskie, kaliski, Kalisz
186643;SM203-50;wielkopolskie;poznański;Poznań;Mieszkanie na sprzedaż w bloku Poznań, Winogrady;miasto (Poznań) znalezionej lokazizacji nie pasuje (Cieśle) - lokalizacja wielkopolskie, poznański, Poznań
186665;SO015-11228;dolnośląskie;jeleniogórski;Jelenia Góra;Kamienica na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
186670;SM203-51;wielkopolskie;poznański;Poznań;Mieszkanie na sprzedaż w bloku Poznań, Rataje;miasto (Poznań) znalezionej lokazizacji nie pasuje (Cieśle) - lokalizacja wielkopolskie, poznański, Poznań
186671;SD154-1251;kujawsko-pomorskie;brodnicki;Brudzawy 60;Dom wolnostojący na sprzedaż Brudzawy 60;brak lokalizacji kujawsko-pomorskie, brodnicki, Brudzawy 60
186677;WM198-1047;małopolskie;krakowski;Kraków;Mieszkanie na wynajem w bloku Kraków, Prądnik Czerwony;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
186750;SM188-7374;śląskie;częstochowski;Częstochowa;Mieszkanie na sprzedaż w bloku Częstochowa, Ostatni Grosz;brak lokalizacji śląskie, częstochowski, Częstochowa
186760;SG053-2368;małopolskie;tarnowski;Brzozówka;Działka budowlana na sprzedaż Brzozówka;brak lokalizacji małopolskie, tarnowski, Brzozówka
186788;SM003-143;pomorskie;gdański;Gdańsk;Mieszkanie na sprzedaż w nowym budynku Gdańsk;miasto (Gdańsk) znalezionej lokazizacji nie pasuje (Pruszcz Gdański) - lokalizacja pomorskie, gdański, Gdańsk
186820;SG181-638;śląskie;zawierciański;Skarżyce;Działka budowlana na sprzedaż Skarżyce;miasto (Skarżyce) znalezionej lokazizacji nie pasuje (Zawiercie) - lokalizacja śląskie, zawierciański, Skarżyce
186823;SM146-1914;wielkopolskie;leszczyński;leszno;Mieszkanie w budynku mieszkalnym na sprzedaż leszno, centrum;brak lokalizacji wielkopolskie, leszczyński, leszno
186839;SM,WM025-8717;małopolskie;nowosądecki;Krynica;Apartament na sprzedaż Krynica, Krynica Zdrój;miasto (Krynica) znalezionej lokazizacji nie pasuje (Krynica-Zdrój) - lokalizacja małopolskie, nowosądecki, Krynica
